sppSite,sppCode,day_records,night_records,core_records,Nocore_records,survey_area,pa_type,Dist_water,Dist_humset,NDVImean_500m
Ctho-OCCL67,Ctho,0,2,0,2,CL,multiple-use,-0.304290207,-0.77656708,-0.431445543
Lvet-OCCL67,Lvet,0,2,0,2,CL,multiple-use,-0.304290207,-0.77656708,-0.431445543
Ltig-OCCL67,Ltig,0,1,0,1,CL,multiple-use,-0.304290207,-0.77656708,-0.431445543
Csem-OCCL67,Csem,0,1,0,1,CL,multiple-use,-0.304290207,-0.77656708,-0.431445543
Cbra-OCCL67,Cbra,1,6,0,7,CL,multiple-use,-0.304290207,-0.77656708,-0.431445543
Pcon-OCCL67,Pcon,0,2,0,2,CL,multiple-use,-0.304290207,-0.77656708,-0.431445543
Ltig-OCCL68,Ltig,0,2,0,2,CL,multiple-use,-0.932794461,-0.720041092,-1.116046133
Csem-OCCL68,Csem,2,0,0,2,CL,multiple-use,-0.932794461,-0.720041092,-1.116046133
Cbra-OCCL68,Cbra,0,1,0,1,CL,multiple-use,-0.932794461,-0.720041092,-1.116046133
Pcon-OCCL68,Pcon,0,1,0,1,CL,multiple-use,-0.932794461,-0.720041092,-1.116046133
Mgou-OCCL69,Mgou,3,5,2,6,CL,multiple-use,-0.167093177,-0.454853362,-1.243672808
Cbra-OCCL69,Cbra,0,1,0,1,CL,multiple-use,-0.167093177,-0.454853362,-1.243672808
Csem-OCCL69,Csem,0,3,0,3,CL,multiple-use,-0.167093177,-0.454853362,-1.243672808
Mtri-OCCL70,Mtri,0,1,0,1,CL,multiple-use,-0.879759258,-0.835875744,-0.410220087
Mgou-OCCL70,Mgou,0,1,0,1,CL,multiple-use,-0.879759258,-0.835875744,-0.410220087
Daza-OCCP01,Daza,3,0,1,2,CP,strict,1.821848979,-0.063511761,1.383971034
Ptaj-OCCP01,Ptaj,0,6,0,6,CP,strict,1.821848979,-0.063511761,1.383971034
Ltig-OCCP01,Ltig,0,1,0,1,CP,strict,1.821848979,-0.063511761,1.383971034
Esex-OCCP01,Esex,1,0,1,0,CP,strict,1.821848979,-0.063511761,1.383971034
Mgou-OCCP01,Mgou,1,2,0,3,CP,strict,1.821848979,-0.063511761,1.383971034
Mgou-OCCP02,Mgou,0,1,0,1,CP,strict,1.496009799,-0.34642938,1.425937735
Daza-OCCP02,Daza,2,0,1,1,CP,strict,1.496009799,-0.34642938,1.425937735
Lpar-OCCP03,Lpar,1,0,1,0,CP,strict,0.876903442,-0.244183847,1.501813802
Mgou-OCCP03,Mgou,3,1,3,1,CP,strict,0.876903442,-0.244183847,1.501813802
Dnov-OCCP03,Dnov,0,1,0,1,CP,strict,0.876903442,-0.244183847,1.501813802
Daza-OCCP03,Daza,22,0,16,6,CP,strict,0.876903442,-0.244183847,1.501813802
Ptaj-OCCP03,Ptaj,3,0,2,1,CP,strict,0.876903442,-0.244183847,1.501813802
Mgou-OCCP04,Mgou,2,2,2,2,CP,strict,0.149328278,-0.554161053,2.228342625
Dnov-OCCP04,Dnov,0,1,0,1,CP,strict,0.149328278,-0.554161053,2.228342625
Nnas-OCCP04,Nnas,1,0,0,1,CP,strict,0.149328278,-0.554161053,2.228342625
Daza-OCCP05,Daza,1,0,1,0,CP,strict,1.150180771,-0.278636921,1.11105734
Mgou-OCCP06,Mgou,2,1,1,2,CP,strict,1.20278567,-0.767333259,1.648043426
Dnov-OCCP06,Dnov,0,1,0,1,CP,strict,1.20278567,-0.767333259,1.648043426
Mgou-OCCP07,Mgou,4,10,1,13,CP,strict,0.458029126,-0.114725086,1.477031043
Ptaj-OCCP08,Ptaj,19,0,4,15,CP,strict,1.694373408,-0.485785679,1.645093657
Mtri-OCCP09,Mtri,1,0,0,1,CP,strict,1.437519326,-0.610082263,1.610653053
Mgou-OCCP09,Mgou,2,1,1,2,CP,strict,1.437519326,-0.610082263,1.610653053
Daza-OCCP09,Daza,30,4,14,20,CP,strict,1.437519326,-0.610082263,1.610653053
Daza-OCCP10,Daza,2,0,2,0,CP,strict,1.174269295,-0.172070451,1.524777876
Mgou-OCCP10,Mgou,1,0,1,0,CP,strict,1.174269295,-0.172070451,1.524777876
Sbra-OCCP10,Sbra,0,1,0,1,CP,strict,1.174269295,-0.172070451,1.524777876
Ptaj-OCCP11,Ptaj,1,0,0,1,CP,strict,0.978524472,0.093815088,1.804883341
Ltig-OCCP11,Ltig,1,0,1,0,CP,strict,0.978524472,0.093815088,1.804883341
Ptaj-OCCP12,Ptaj,2,0,0,2,CP,strict,-0.343410406,-0.115117513,2.368332852
Ctho-OCCP12,Ctho,1,0,1,0,CP,strict,-0.343410406,-0.115117513,2.368332852
Nnas-OCCP12,Nnas,1,0,1,0,CP,strict,-0.343410406,-0.115117513,2.368332852
Ebar-OCCP12,Ebar,1,0,1,0,CP,strict,-0.343410406,-0.115117513,2.368332852
Mgou-OCCP12,Mgou,1,1,0,2,CP,strict,-0.343410406,-0.115117513,2.368332852
Lpar-OCCP12,Lpar,1,0,1,0,CP,strict,-0.343410406,-0.115117513,2.368332852
Ctho-OCCP13,Ctho,0,2,0,2,CP,strict,0.40139252,-0.160996368,1.326853886
Mgou-OCCP13,Mgou,1,0,0,1,CP,strict,0.40139252,-0.160996368,1.326853886
Mgou-OCCP14,Mgou,1,0,1,0,CP,strict,0.785280231,-0.193690823,2.350253899
Pyag-OCCP14,Pyag,1,0,0,1,CP,strict,0.785280231,-0.193690823,2.350253899
Ptaj-OCCP14,Ptaj,2,0,2,0,CP,strict,0.785280231,-0.193690823,2.350253899
Ctho-OCCP14,Ctho,3,5,3,5,CP,strict,0.785280231,-0.193690823,2.350253899
Daza-OCCP14,Daza,0,1,0,1,CP,strict,0.785280231,-0.193690823,2.350253899
Mgou-OCCP15,Mgou,3,0,2,1,CP,strict,0.260564902,-0.165011145,2.075424764
Lpar-OCCP15,Lpar,0,1,0,1,CP,strict,0.260564902,-0.165011145,2.075424764
Didelphis sp.-OCCP16,Didelphis sp.,0,7,0,7,CP,strict,0.146206544,-0.629692244,1.989254245
Sbra-OCCP16,Sbra,0,1,0,1,CP,strict,0.146206544,-0.629692244,1.989254245
Mgou-OCCP16,Mgou,2,2,2,2,CP,strict,0.146206544,-0.629692244,1.989254245
Lpar-OCCP17,Lpar,0,2,0,2,CP,strict,-0.572229945,-0.619276539,2.299414137
Ltig-OCCP17,Ltig,1,0,0,1,CP,strict,-0.572229945,-0.619276539,2.299414137
Csem-OCCP17,Csem,0,1,0,1,CP,strict,-0.572229945,-0.619276539,2.299414137
Pcon-OCCP17,Pcon,0,1,0,1,CP,strict,-0.572229945,-0.619276539,2.299414137
Ttet-OCCP18,Ttet,0,1,0,1,CP,strict,0.499822039,-0.313125607,1.563637217
Mgou-OCCP18,Mgou,1,0,0,1,CP,strict,0.499822039,-0.313125607,1.563637217
Ctho-OCCP18,Ctho,0,1,0,1,CP,strict,0.499822039,-0.313125607,1.563637217
Ltig-OCCP18,Ltig,0,2,0,2,CP,strict,0.499822039,-0.313125607,1.563637217
Ebar-OCCP19,Ebar,1,0,1,0,CP,strict,0.523229985,-0.104937667,0.414901203
Mgou-OCCP19,Mgou,8,5,5,8,CP,strict,0.523229985,-0.104937667,0.414901203
Lpar-OCCP20,Lpar,1,0,1,0,CP,strict,-0.510577849,0.031935587,2.427429886
Mgou-OCCP20,Mgou,2,0,2,0,CP,strict,-0.510577849,0.031935587,2.427429886
Mgou-OCCP21,Mgou,1,2,1,2,CP,strict,-1.069565632,0.011717523,2.146284364
Ttet-OCCP21,Ttet,0,1,0,1,CP,strict,-1.069565632,0.011717523,2.146284364
Cuni-OCCP21,Cuni,0,1,0,1,CP,strict,-1.069565632,0.011717523,2.146284364
Pcon-OCCP22,Pcon,1,0,1,0,CP,strict,-0.237889855,-0.377197108,2.163237802
Mgou-OCCP22,Mgou,2,3,1,4,CP,strict,-0.237889855,-0.377197108,2.163237802
Cuni-OCCP22,Cuni,0,3,0,3,CP,strict,-0.237889855,-0.377197108,2.163237802
Daza-OCCP23,Daza,4,1,0,5,CP,strict,0.253405496,0.084840774,1.505286802
Ctho-OCCP23,Ctho,0,1,0,1,CP,strict,0.253405496,0.084840774,1.505286802
Mtri-OCCP23,Mtri,1,0,1,0,CP,strict,0.253405496,0.084840774,1.505286802
Mgou-OCCP23,Mgou,1,0,1,0,CP,strict,0.253405496,0.084840774,1.505286802
Ltig-OCCP23,Ltig,0,2,0,2,CP,strict,0.253405496,0.084840774,1.505286802
Mgou-OCCP24,Mgou,1,0,1,0,CP,strict,-0.247450995,-0.0076533,1.133583036
Daza-OCCP24,Daza,1,0,1,0,CP,strict,-0.247450995,-0.0076533,1.133583036
Ltig-OCCP24,Ltig,0,1,0,1,CP,strict,-0.247450995,-0.0076533,1.133583036
Ptaj-OCCP24,Ptaj,0,4,0,4,CP,strict,-0.247450995,-0.0076533,1.133583036
Esex-OCCP24,Esex,1,0,1,0,CP,strict,-0.247450995,-0.0076533,1.133583036
Ctho-OCCP24,Ctho,0,2,0,2,CP,strict,-0.247450995,-0.0076533,1.133583036
Daza-OCCP25,Daza,1,0,1,0,CP,strict,-0.219789085,-0.303488762,1.794323724
Ptaj-OCCP25,Ptaj,0,1,0,1,CP,strict,-0.219789085,-0.303488762,1.794323724
Mtri-OCCP25,Mtri,0,1,0,1,CP,strict,-0.219789085,-0.303488762,1.794323724
Mgou-OCCP25,Mgou,1,0,1,0,CP,strict,-0.219789085,-0.303488762,1.794323724
Mgou-OCCP26,Mgou,6,2,6,2,CP,strict,-0.385205542,-0.127621708,1.734087527
Pcon-OCCP26,Pcon,0,1,0,1,CP,strict,-0.385205542,-0.127621708,1.734087527
Ctho-OCCP26,Ctho,1,4,1,4,CP,strict,-0.385205542,-0.127621708,1.734087527
Ebar-OCCP27,Ebar,1,0,1,0,CP,strict,0.345031749,-0.202075259,2.270551734
Lpar-OCCP28,Lpar,0,1,0,1,CP,strict,-0.666842822,-0.746420094,1.507636956
Mgou-OCCP28,Mgou,6,1,5,2,CP,strict,-0.666842822,-0.746420094,1.507636956
Pyag-OCCP29,Pyag,1,0,0,1,CP,strict,-0.385228528,-0.432215644,2.084092069
Mgou-OCCP29,Mgou,1,0,1,0,CP,strict,-0.385228528,-0.432215644,2.084092069
Ctho-OCCP29,Ctho,1,0,1,0,CP,strict,-0.385228528,-0.432215644,2.084092069
Mgou-OCCP30,Mgou,0,4,0,4,CP,strict,0.942730133,-0.567936654,1.092066919
Pcon-OCCP31,Pcon,2,0,2,0,CP,strict,2.059390692,-0.126155828,1.206465849
Mgou-OCCP31,Mgou,1,3,1,3,CP,strict,2.059390692,-0.126155828,1.206465849
Mtri-OCCP31,Mtri,2,0,1,1,CP,strict,2.059390692,-0.126155828,1.206465849
Daza-OCCP32,Daza,9,0,4,5,CP,strict,1.360816427,-0.438853128,0.836639395
Mgou-OCCP32,Mgou,1,0,1,0,CP,strict,1.360816427,-0.438853128,0.836639395
Csem-OCCP33,Csem,0,1,0,1,CP,strict,1.876259435,-0.361671961,1.170543235
Daza-OCCP33,Daza,1,2,0,3,CP,strict,1.876259435,-0.361671961,1.170543235
Mgou-OCCP33,Mgou,5,2,3,4,CP,strict,1.876259435,-0.361671961,1.170543235
Ttet-OCCP34,Ttet,1,0,1,0,CP,strict,0.138216302,-0.460888223,2.285829381
Ctho-OCCP34,Ctho,0,1,0,1,CP,strict,0.138216302,-0.460888223,2.285829381
Csem-OCCP34,Csem,0,1,0,1,CP,strict,0.138216302,-0.460888223,2.285829381
Mtri-OCCP34,Mtri,0,1,0,1,CP,strict,0.138216302,-0.460888223,2.285829381
Mgou-OCCP34,Mgou,1,0,1,0,CP,strict,0.138216302,-0.460888223,2.285829381
Lpar-OCCP34,Lpar,0,1,0,1,CP,strict,0.138216302,-0.460888223,2.285829381
Ptaj-OCCP34,Ptaj,1,0,0,1,CP,strict,0.138216302,-0.460888223,2.285829381
Pyag-OCCP34,Pyag,1,0,0,1,CP,strict,0.138216302,-0.460888223,2.285829381
Mgou-OCCP35,Mgou,1,0,1,0,CP,strict,0.887748825,-0.186946504,1.068701939
Ttet-OCCP35,Ttet,0,3,0,3,CP,strict,0.887748825,-0.186946504,1.068701939
Ctho-OCCP35,Ctho,0,1,0,1,CP,strict,0.887748825,-0.186946504,1.068701939
Sbra-OCCP36,Sbra,0,2,0,2,CP,strict,1.130873373,-0.214149816,1.641071839
Mgou-OCCP36,Mgou,1,0,1,0,CP,strict,1.130873373,-0.214149816,1.641071839
Ptaj-OCCP36,Ptaj,0,2,0,2,CP,strict,1.130873373,-0.214149816,1.641071839
Ttet-OCCP36,Ttet,0,2,0,2,CP,strict,1.130873373,-0.214149816,1.641071839
Ltig-OCCP37,Ltig,1,1,1,1,CP,strict,1.475905371,-0.199307626,1.107008371
Mgou-OCCP37,Mgou,2,0,1,1,CP,strict,1.475905371,-0.199307626,1.107008371
Pcon-OCCP38,Pcon,1,0,0,1,CP,strict,0.792105781,-0.496484919,1.070267486
Ctho-OCCP38,Ctho,0,1,0,1,CP,strict,0.792105781,-0.496484919,1.070267486
Mgou-OCCP38,Mgou,2,0,1,1,CP,strict,0.792105781,-0.496484919,1.070267486
Mgou-OCCP39,Mgou,0,1,0,1,CP,strict,1.255663831,-0.325602936,1.236470919
Esex-OCCP39,Esex,1,0,1,0,CP,strict,1.255663831,-0.325602936,1.236470919
Ttet-OCCP40,Ttet,0,1,0,1,CP,strict,1.846232288,-0.154530463,1.513936671
Mgou-OCCP41,Mgou,1,0,0,1,CP,strict,1.263682148,-0.380815385,1.117185248
Daza-OCCP41,Daza,1,0,1,0,CP,strict,1.263682148,-0.380815385,1.117185248
Mtri-OCCP41,Mtri,0,1,0,1,CP,strict,1.263682148,-0.380815385,1.117185248
Mgou-OCCP42,Mgou,0,1,0,1,CP,strict,1.858819825,-0.120293707,1.848869358
Ctho-OCCP43,Ctho,0,3,0,3,CP,strict,0.433034432,-0.522276322,1.263417719
